Academic_Calendar,Academic_Counseling,Academic_Staff,Acronym,Address,Admission_Office,Admission_Rate,Campus_Setting,Career_Services,Control_Type,Distance_Learning,Entity_Type,Fax,Financial_Aids,Founded,Housing,Institutional_Hospital,International_students,Library,Local_students,Motto,Religious_Affiliation,Selection_Type,Sport_Facilities,Student_Enrollment,Study_Abroad,Tel,country_name,country_rank,facebook,flag_img,instagram,linkedin,name,name_t,name_t_t,other_locations,screenshort,subject,twitter,uni_logo,university_name,url,wiki,world_rank,youtube
Semesters,Yes,"over-5,000",AU,22 Al-Guish Avenue Alexandria  21526 Alexandria Egypt,Alexandria university Alexandria 4048 (3) 592 1675,80-90%,Urban,Yes,Public,Yes,Non-Profit,+20 (3) 591 0720,Yes,1942,Yes,Not reported,,Yes,,"Knowledge, Innovation. Collaboration",None,"Yes, based on students' past academic record and grades",Yes,"over-45,000",Yes,+20 (3) 591 1152,"Egypt

",4,https://www.facebook.com/AlexandriauniOfficial/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/AlexU.Edu.Eg/,https://www.linkedin.com/school/alexandria-university/,جامعة الإسكندرية,جامعة الإسكندرية,جامعة الإسكندرية,Matrouh,https://www.4icu.org//i/screenshots/1240.jpg,Department of Arts | Department of Law | Department of Engineering | Department of Science | Department of Commerce | Department of Medicine | Department of Dentistry | Department of Pharmacy | Department of Nursing | Department of Physical Education for Girls | Department of Fine Arts | Department of Agriculture | Department of Veterinary Medicine | Department of Tourism and Hotels | Department of Specific Education | Department of Kindergarten | Department of Sport Education for Men | Department of Education | High Institute of Public Health | Medical Research Institute | Institute of Graduate Studies and Research,https://twitter.com/AlexU_Edu_Eg,https://www.4icu.org//i/logos-seals/1240.png,Alexandria University,https://www.4icu.org/reviews/1240.htm,https://en.wikipedia.org/wiki/Alexandria_University,2119,https://www.youtube.com/channel/UC0g5DoBF-qeFXu6ldhP_35w
Semesters,Not reported,400-499,AUC,"AUC Avenue, PO Box 74 New Cairo  11835 Cairo Egypt",Office of Enrollment & Service Center Cairo 11835 (2) 2797 5757,Not reported,Urban,Not reported,Private,Not reported,Non-Profit,+20 (2) 2795 7565,Yes,1919,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"5,000-5,999",Yes,+20 (2) 2615 1000,"Egypt

",1,https://www.facebook.com/aucegypt/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/auc_egypt/,https://www.linkedin.com/school/american-university-in-cairo/,الجامعة الأمريكية بالقاهرة,الجامعة الأمريكية بالقاهرة,الجامعة الأمريكية بالقاهرة,,https://www.4icu.org//i/screenshots/1241.jpg,Center for Philanthropy and Civic Engagement | Centre for Adult and Continuing Education | Centre for Arabic Study Abroad | Centre for Desert Development | Centre for Electronic Journalism | Centre for Management | Centre for Social Research,https://twitter.com/AUC,https://www.4icu.org//i/logos-seals/1241.png,The American University in Cairo,https://www.4icu.org/reviews/1241.htm,https://en.wikipedia.org/wiki/The_American_University_in_Cairo,770,https://www.youtube.com/channel/UCMl_NKC30p5E-5EW9tkBJBA
Semesters,Not reported,"over-5,000",MANS,"60, El Gomhoria Street Mansoura  35516 Dakahlia Egypt","60, El Gomhoria Street Mansoura 35516",Not available,Urban,Not reported,Public,Not reported,Non-Profit,+20 (50) 239 7900,Not reported,1972,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"over-45,000",Yes,+20 (50) 220 0720,"Egypt

",3,https://www.facebook.com/MansouraUniversityOfficial/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/mansourauniversityofficial/,https://www.linkedin.com/school/mansoura-university-official/,جامعة المنصورة,جامعة المنصورة,جامعة المنصورة,Damietta,https://www.4icu.org//i/screenshots/1248.jpg,Department of Medicine | Department of Education | Department of Science | Department of Pharmacy | Department of Dentistry | Department of Commerce | Department of Law | Department of Engineering | Department of Agriculture | Department of Nursing | Department of Veterinary Medicine | Department of Physical Education | Department of Computers and Information | Department of Arts | Department of Special Education | Department of Tourism and Hotels | Department of Kindergartens,https://twitter.com/Mansoura_un,https://www.4icu.org//i/logos-seals/1248.png,Mansoura University,https://www.4icu.org/reviews/1248.htm,https://en.wikipedia.org/wiki/Mansoura_University,1376,https://www.youtube.com/channel/UC7zRasX7Ul9gB3NS3V27-7Q
Semesters,Not reported,"2,000-2,499",,PO Box 61519 Minya   Minya Egypt,,80-90%,Urban,Not reported,Public,Yes,Non-Profit,+20 (86) 342 601,Yes,1976,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"over-45,000",Yes,+20 (86) 321 443,"Egypt

",24,https://www.facebook.com/NewsMiniaUniversity/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/minia644/,https://www.linkedin.com/school/minia-university/,جامعة المنيا,جامعة المنيا,جامعة المنيا,,https://www.4icu.org//i/screenshots/1250.jpg,Department of Agriculture | Faculty Dar Oloum | Department of Arts | Department of Dentistry | Department of Education | Department of Engineering | Department of Fine Arts | Department of Languages | Department of Medicine | Department of Nursing | Department of Pharmacy | Department of kindergarten | Department of Sciences | Department of Specific Education | Department of Physical Education | Department of Agriculture | Department of Tourism and Hotels,https://twitter.com/MiniaUniversit,https://www.4icu.org//i/logos-seals/1250.png,Minia University,https://www.4icu.org/reviews/1250.htm,https://en.wikipedia.org/wiki/Minya_University,6298,https://www.youtube.com/channel/UCElckYXO5ZzAon1yVa4VYqA
Semesters,Yes,"1,500-1,999",MUST,Al Motamayez District 6th of October City   Giza Egypt,Al-Motamayez District - 6th of october Giza  (2) 3824 7455,Not reported,Not reported,Yes,Private,Yes,Non-Profit,+20 (2) 3824 7457,Yes,1996,Yes,Not reported,,Yes,,Knowledge is Power,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"20,000-24,999",Yes,+20 (2) 3824 7455,"Egypt

",13,https://www.facebook.com/mustuni/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/mustuni/,https://www.linkedin.com/school/misr-university-for-science-and-technology/,جامعة مصر للعلوم والتكنولوجيا,جامعة مصر للعلوم والتكنولوجيا,جامعة مصر للعلوم والتكنولوجيا,,https://www.4icu.org//i/screenshots/1252.jpg,"College of Medicine | College of Applied Medical Sciences | College of Physical Therapy | College of Pharmaceutical Sciences and Drug Manufacturing | College of Oral and Dental Surgery | College of Biotechnology | College of Engineering | College of Business Administration , Economics and Information System | College of Mass Media and Communication | College of Information Technology | College of Foreign Languages and Translation | College of Archaeology and Tourist Guidance | College of Special Education",https://twitter.com/must_university,https://www.4icu.org//i/logos-seals/1252.png,Misr University for Science and Technology,https://www.4icu.org/reviews/1252.htm,https://en.wikipedia.org/wiki/Misr_University_for_Science_and_Technology,4141,https://www.youtube.com/channel/UCjATAvPgi_LqVHPSTcLrYnA
Continuous,Yes,"4,500-4,999",TU,El-Geish Street Tanta  31111 Gharbia Egypt,El-Giesh Street - Tanat University administration building Tanta 31527 (40) 331 7928 (40) 3317929,Not reported,Urban,Not reported,Public,Yes,Non-Profit,+20 (40) 3286114,Yes,1972,Yes,Not reported,,Yes,,,None,"Yes, based on students' past academic record and grades",Yes,Not reported,Yes,+20 (40) 331 7928,"Egypt

",14,https://www.facebook.com/TantaUniversity.Official/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/tanta.university/,https://www.linkedin.com/school/tanta-university/,جامعة طنطا,جامعة طنطا,جامعة طنطا,,https://www.4icu.org//i/screenshots/1257.jpg,Department of Medicine | Department of Dentistry | Department of Pharmacy | Department of Science | Department of Nursing | Department of Engineering | Department of Commerce | Department of Arts | Department of Law | Department of Education | Department of Specific Education | Department of Physical Education | Department of Agriculture | Nursing Institute,https://twitter.com/Tanta_Univ,https://www.4icu.org//i/logos-seals/1257.png,Tanta University,https://www.4icu.org/reviews/1257.htm,https://en.wikipedia.org/wiki/Tanta_University,4397,https://www.youtube.com/channel/UCAgtJnyWLzSlT0TFcXL4aaA
Semesters,Yes,"1,000-1,499",UCA,"Boulevard Los Próceres Colonia Jardines de Guadalupe, Apartado Postal 01-168 San Salvador  01-168 San Salvador El Salvador","UCA, Bulevar Los Proceres San Salvador  2210 6644",Not reported,Urban,Yes,Private,Not reported,Non-Profit,+503 2210 6655,Yes,1965,Not reported,Not reported,,Yes,,Universidad para el cambio social University for Social Change,Christian-Catholic Jesuit - www.jesuit.org,"Yes, based on entrance examinations",Yes,"9,000-9,999",Yes,+503 2210 6600,"El Salvador

",2,https://www.facebook.com/UCA.ElSalvador/,https://www.4icu.org//i/flags/El-Salvador.png,https://www.instagram.com/uca_elsalvador/,https://www.linkedin.com/school/universidad-centroamericana-'jos%C3%A9-sime%C3%B3n-ca%C3%B1as'/,José Simeón Cañas Central American University,José Simeón Cañas Central American University,José Simeón Cañas Central American University,,https://www.4icu.org//i/screenshots/1264.jpg,Department of Social Sciences and Humanities | Department of Economics and Business | Department of Engineering and Architecture | Department of Graduate Studies,https://twitter.com/UCA_ES,https://www.4icu.org//i/logos-seals/1264.png,Universidad Centroamericana José Simeón Cañas,https://www.4icu.org/reviews/1264.htm,https://en.wikipedia.org/wiki/Central_American_University,2623,https://www.youtube.com/channel/UCIgZ-UGCGaqEwkrm-rAmlzg
Semesters,Not reported,Not reported,UDB,Calle Plan del Pino Soyapango   San Salvador El Salvador,,Not reported,Urban,Not reported,Private,Yes,Not reported,+503 2251 5056,Yes,1984,Yes,Not reported,,Yes,,Vitam impendere vero Devote life to truth,Christian-Catholic,"Yes, based on entrance examinations",Yes,"5,000-5,999",Yes,+503 2251 8200,"El Salvador

",6,https://www.facebook.com/UDBelsalvador/,https://www.4icu.org//i/flags/El-Salvador.png,https://www.instagram.com/UDBelsalvador/,https://www.linkedin.com/school/universidad-don-bosco/,Don Bosco University,Don Bosco University,Don Bosco University,Antiguo Cuscatlán,https://www.4icu.org//i/screenshots/1266.jpg,Department of Humanities and Social Sciences | Department of Engineering | Department of Economics Sciences | Department of Technological Studies | Department of Rehabilitation Sciences,https://twitter.com/UDBelsalvador,https://www.4icu.org//i/logos-seals/1266.png,Universidad Don Bosco,https://www.4icu.org/reviews/1266.htm,https://es.wikipedia.org/wiki/Universidad_Don_Bosco,5622,https://www.youtube.com/channel/UCO702u8hWJ4608D4Q40CHzA
Not reported,Not reported,"1,500-1,999",UDJMD,Km. 8 ½ Carretera a Santa Tecla Antiguo Cuscatlán   La Libertad El Salvador,,Not available,Urban,Not reported,Private,Yes,Non-Profit,+503 2289 5314,Not reported,1977,Not reported,Not reported,,Yes,,Omnia Cum Honore Everything With Honor,None,"Yes, based on entrance examinations",Yes,"5,000-5,999",Not reported,+503 2278 1011,"El Salvador

",5,https://www.facebook.com/UniversidadDrJoseMatiasDelgado/,https://www.4icu.org//i/flags/El-Salvador.png,https://www.instagram.com/universidad_ujmd/,https://www.linkedin.com/school/universidad-dr.-jos-mat-as-delgado/,Dr. José Matías Delgado University,Dr. José Matías Delgado University,Dr. José Matías Delgado University,,https://www.4icu.org//i/screenshots/1267.jpg,Department of Economics | Department of General Culture and Fine Arts | Department of Jurisprudence and Social Sciences | Department of Health Sciences | Department of Agriculture and Agricultural Research | School of Architecture | School of Applied Arts | School of Communications | School of Psychology | School of Industrial Engineering,https://twitter.com/UJMD_sv,https://www.4icu.org//i/logos-seals/1267.png,Universidad Dr. Jose Matias Delgado,https://www.4icu.org/reviews/1267.htm,https://en.wikipedia.org/wiki/Jos%C3%A9_Mat%C3%ADas_Delgado_University,5124,https://www.youtube.com/channel/UCy8GbNDddbnVrEj5miE1uLg
Semesters,Yes,"2,000-2,499",MSA,26 July Mehwar Road intersection with Wahat Road 6th of October City  12566 Giza Egypt,26 July Mehwar Road intersection with Wahat Road 6th of October City 12566 (2) 3837 1113 16672,70-80%,Urban,Yes,Private,Not reported,For-Profit,+20 (2) 3837 1543,Yes,1996,Not reported,Not reported,,Yes,,The First of British Higher Education in Egypt,None,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"10,000-14,999",Yes,+20 (2) 3837 1113,"Egypt

",15,https://www.facebook.com/MSAUniversityOfficial/,https://www.4icu.org//i/flags/Egypt.png,https://www.instagram.com/msauniversityofficial/,https://www.linkedin.com/school/modern-sciences-and-arts-university-msa-university/,جامعة أكتوبر للعلوم الحديثة والآداب,جامعة أكتوبر للعلوم الحديثة والآداب,جامعة أكتوبر للعلوم الحديثة والآداب,,https://www.4icu.org//i/screenshots/1254.jpg,Department of Arts and Design | Department of Biotechnology | Department of Computer Science | Department of Dentistry | Department of Engineering | Department of Languages | Department of Management Sciences | Department of Mass communication | Department of Pharmacy,https://twitter.com/MSAUni_Official,https://www.4icu.org//i/logos-seals/1254.png,Modern Sciences and Arts University,https://www.4icu.org/reviews/1254.htm,https://en.wikipedia.org/wiki/Modern_Sciences_and_Arts_University,5083,https://www.youtube.com/channel/UCLpMTtw8ft6TA-9ZKkMYAZg
Semesters,Not reported,Not reported,UES,Final 25 Avenida Norte San Salvador   San Salvador El Salvador,,Not reported,Urban,Not reported,Public,Not reported,Non-Profit,+503 2225 8826,Not reported,1841,Not reported,Not reported,,Yes,,Hacia la libertad por la cultura Towards freedom of culture,None,"Yes, based on entrance examinations",Yes,"over-45,000",Yes,+503 2511 2000,"El Salvador

",1,https://www.facebook.com/UESoficial.SV/,https://www.4icu.org//i/flags/El-Salvador.png,https://www.instagram.com/uesoficial/,https://www.linkedin.com/school/universidad-de-el-salvador/,University of El Salvador,University of El Salvador,University of El Salvador,,https://www.4icu.org//i/screenshots/1278.jpg,Department of Agronomic Sciences | Department of Economics | Department of Sciences and Humanities | Department of Natural Sciences and Mathematics | Department of Engineering and Architecture | Department of Jurisprudence and Social Sciences | Department of Medicine | Department of Dentistry | Department of Chemistry and Pharmacy,https://twitter.com/UESoficial,https://www.4icu.org//i/logos-seals/1278.png,Universidad de El Salvador,https://www.4icu.org/reviews/1278.htm,https://en.wikipedia.org/wiki/University_of_El_Salvador,1666,https://www.youtube.com/channel/UCqAn90MIpfE5MAowdU8klpw
Semesters,Not reported,100-199,EBS,Lauteri 3 Tallinn  10114 Harju County Estonia,Lauteri 3 Tallinn 10114 665 1354 665 1325,60-70%,Urban,Not reported,Private,Not reported,Not reported,+372 665 1330,Yes,1988,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"1,000-1,999",Yes,+372 665 1325,"Estonia

",6,https://www.facebook.com/Estonian.Business.School/,https://www.4icu.org//i/flags/Estonia.png,https://www.instagram.com/ebs_uni/,https://www.linkedin.com/school/estonian-business-school/,Estonian Business School,Estonian Business School,Estonian Business School,Helsinki,https://www.4icu.org//i/screenshots/1284.jpg,Department of Marketing | Department of Entrepreneurship | Department of Management | Department of Accounting and Finance | Institute of Social sciences | Department of Economics | Department of Behavioral Sciences | Department of Information Technology | Department of Law and Public Administration | Institute of Foreign Languages | Centre of Ethics | Centre of Entrepreneurship | Executive Training Centre,https://twitter.com/EBSEstonia,https://www.4icu.org//i/logos-seals/1284.png,EBS Rahvusvaheline ülikool,https://www.4icu.org/reviews/1284.htm,/about/err.htm,5652,https://www.youtube.com/channel/UCZEKCGF3kBacllRB4mQ8shA
