Academic_Calendar,Academic_Counseling,Academic_Staff,Acronym,Address,Admission_Office,Admission_Rate,Campus_Setting,Career_Services,Control_Type,Distance_Learning,Entity_Type,Fax,Financial_Aids,Founded,Housing,Institutional_Hospital,International_students,Library,Local_students,Motto,Religious_Affiliation,Selection_Type,Sport_Facilities,Student_Enrollment,Study_Abroad,Tel,country_name,country_rank,flag_img,name,name_t,name_t_t,other_locations,screenshort,subject,uni_logo,university_name,url,wiki,world_rank
Quarters,Not reported,"4,500-4,999",UAI,Chacabuco 90 Buenos Aires  C1069AAB City of Buenos Aires Argentina,Chacabuco 90 6º piso Buenos Aires C1069 (11) 4342 7788 (11) 4342 7788,70-80%,Urban,Not reported,Private,Yes,Non-Profit,+54 (11) 4342 7654,Not reported,1995,Not reported,Not reported,,Yes,,El futuro sos vos You are the future,None,"Yes, based on entrance examinations",Yes,"20,000-24,999",Yes,+54 (11) 4342 7788,"Argentina

",37,https://www.4icu.org//i/flags/Argentina.png,Interamerican Open University,Interamerican Open University,Interamerican Open University,Rosario and San Nicolás,https://www.4icu.org//i/screenshots/40.jpg,"Department of Health Sciences | Department of Economics and Administration | Department of Humanities, Education and Social Sciences | Department of Theology | Department of Information Technology | Adventista del Plata Institute",https://www.4icu.org//i/logos-seals/40.png,Universidad Abierta Interamericana,https://www.4icu.org/reviews/40.htm,https://en.wikipedia.org/wiki/Interamerican_Open_University,3329
Semesters,Not reported,Not reported,UADE,Lima 717 Buenos Aires  C1073AAO City of Buenos Aires Argentina,Lima 717 Buenos Aires C1073 (11) 4000 7600,Not reported,Urban,Not reported,Private,Not reported,Not reported,+54 (11) 4372 5468,Yes,1968 Origins date back to 1957,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"20,000-24,999",Yes,+54 (11) 4000 7600,"Argentina

",12,https://www.4icu.org//i/flags/Argentina.png,"Argentine Business University, Buenos Aires","Argentine Business University, Buenos Aires","Argentine Business University, Buenos Aires",,https://www.4icu.org//i/screenshots/43.jpg,Department of Economics | Department of Business and Management | Department of Law and Social Sciences | Department of Communication and Design | Department of Engineering and Sciences,https://www.4icu.org//i/logos-seals/43.png,Universidad Argentina de la Empresa,https://www.4icu.org/reviews/43.htm,https://en.wikipedia.org/wiki/Universidad_Argentina_de_la_Empresa,1554
Not reported,Not reported,Not reported,UAA,Diagonal Rivadavia 515 Mar de Ajó  B7109FDF Buenos Aires Argentina,,Not reported,Not reported,Not reported,Private,Not reported,Not reported,+54 (2257) 420 338,Not reported,1994,Not reported,Not reported,,Yes,,,None,Not reported,Not reported,Not reported,Not reported,+54 (2257) 420 338,"Argentina

",104,https://www.4icu.org//i/flags/Argentina.png,Atlántida Argentina University,Atlántida Argentina University,Atlántida Argentina University,,https://www.4icu.org//i/screenshots/44.jpg,Department of Economics | Department of Law and Social Sciences | Department of Humanities | Department of Engineering | Department of Psychology,https://www.4icu.org//i/logos-seals/44.png,Universidad Atlántida Argentina,https://www.4icu.org/reviews/44.htm,https://es.wikipedia.org/wiki/Universidad_Atl%C3%A1ntida_Argentina,8850
Semesters,Not reported,"1,000-1,499",AU,Avenida Juan de Garay 125 Buenos Aires  C1063ABB City of Buenos Aires Argentina,Avenida Juan de Garay 124 Buenos Aires C1063ABB (11) 5921 8000 (11) 5921 8032,40-50%,Urban,Not reported,Private,Yes,Non-Profit,+54 (11) 5921 8013,Not reported,1991,Yes,Not reported,,Yes,,,Christian-Catholic,"Yes, based on entrance examinations and students' past academic record and grades",Yes,"3,000-3,999",Yes,+54 (11) 5921 8000,"Argentina

",20,https://www.4icu.org//i/flags/Argentina.png,Austral University,Austral University,Austral University,Rosario and Pilar,https://www.4icu.org//i/screenshots/45.jpg,"Department of Biomedical Sciences | Department of Business | Department of Business, Rosario | Department of Communication | Department of Law | Department of Engineering | IAE - Management and Business School",https://www.4icu.org//i/logos-seals/45.png,Universidad Austral,https://www.4icu.org/reviews/45.htm,https://en.wikipedia.org/wiki/Universidad_Austral,2209
Semesters,Not reported,300-399,UCAECE,Tte. General Juan Domingo Perón N 2933 Buenos Aires  C1026ABL City of Buenos Aires Argentina,Avenida de Mayo 866 Buenos Aires  (11) 5217 7878,Not available,Urban,Not reported,Private,Yes,Not reported,+54 (11) 4878 7898,Not reported,1967,Not reported,Not reported,,Yes,,,None,"None, open admission policy",Not reported,"3,000-3,999",Not reported,+54 (11) 5217 7888,"Argentina

",62,https://www.4icu.org//i/flags/Argentina.png,CAECE University,CAECE University,CAECE University,,https://www.4icu.org//i/screenshots/47.jpg,Department of Administration | Department of Biological Sciences | Department of Humanities | Department of Mathematics | Department of Psychology and Educational Sciences | Department of Systems | School of Business Administration | Graduate School,https://www.4icu.org//i/logos-seals/47.png,Universidad CAECE,https://www.4icu.org/reviews/47.htm,https://es.wikipedia.org/wiki/Universidad_CAECE,5027
Semesters,Not reported,Not reported,UCASAL,Campo Castañares Salta  A4402FYP Salta Argentina,Campus Universitario Castañares Salta A4400 (387) 426 8866,Not available,Urban,Not reported,Private,Yes,Non-Profit,+54 (387) 426 8590,Not reported,1963,Not reported,Not reported,,Yes,,Nihil Intentatum Nothing untried,Christian-Catholic,"Yes, based on entrance examinations",Yes,"20,000-24,999",Yes,+54 (387) 426 8523,"Argentina

",55,https://www.4icu.org//i/flags/Argentina.png,Catholic University of Salta,Catholic University of Salta,Catholic University of Salta,Buenos Aires,https://www.4icu.org//i/screenshots/52.jpg,School of Education and Teacher Training | School of Lifelong Learning and Postgraduate programs in Health Sciences | School of Business | School of Physical Education | School of Music | School of Social Work | School of Tourism | Department of Architecture and Urbanism | Department of Arts and Sciences | Department of Agrarian and Veterinary Sciences | Department of Law | Department of Economics and Management | Department of Engineering and Information Technology,https://www.4icu.org//i/logos-seals/52.png,Universidad Católica de Salta,https://www.4icu.org/reviews/52.htm,https://es.wikipedia.org/wiki/Universidad_Cat%C3%B3lica_de_Salta,4431
Quarters,Yes,900-999,UCSF,Echagüe 7151 Santa Fe  S3004JBS Santa Fe Argentina,Echagüe 7151 Santa Fe S3004JBS (342) 460 3030 0800 888 8273,Not available,Urban,Yes,Private,Yes,Not reported,+54 (342) 460 3030,Yes,1957,Not reported,Not reported,,Yes,,In omnem veritatem Into all truth,Christian-Catholic,"None, open admission policy",Yes,"7,000-7,999",Yes,+54 (342) 460 3030,"Argentina

",79,https://www.4icu.org//i/flags/Argentina.png,Catholic University of Santa Fe,Catholic University of Santa Fe,Catholic University of Santa Fe,"Rosario, Reconquista, Rafaela, Posadas, Gualeguaychú, Concordia",https://www.4icu.org//i/screenshots/53.jpg,Department of Postgraduate Studies | Department of Philosophy and Teology | Pastoral Department | Department of Architecture | Department of Agricultural Sciences | Department of Health Sciences | Department of Economics | Department of Law and Politic Science | Department of Philosophy and Humanities | Department of Psychology,https://www.4icu.org//i/logos-seals/53.png,Universidad Católica de Santa Fe,https://www.4icu.org/reviews/53.htm,https://es.wikipedia.org/wiki/Universidad_Cat%C3%B3lica_de_Santa_Fe,6458
Not reported,Not reported,Not reported,UCH,Belgrano 721 Godoy Cruz  M5501APO Mendoza Argentina,,Not reported,Not reported,Not reported,Private,Not reported,Not reported,+54 (261) 424 2253,Not reported,1991 Origins date back to 1971,Not reported,Not reported,,Yes,,,None,Not reported,Not reported,Not reported,Not reported,+54 (261) 424 8443,"Argentina

",49,https://www.4icu.org//i/flags/Argentina.png,Champagnat University,Champagnat University,Champagnat University,,https://www.4icu.org//i/screenshots/55.jpg,Department of Economics | Department of Social Sciences | Department of Law | Department of Ecology | Department of Information Technology,https://www.4icu.org//i/logos-seals/55.png,Universidad Champagnat,https://www.4icu.org/reviews/55.htm,/about/err.htm,3953
Semesters,Not reported,"2,000-2,499",UCA,"Avenida Alicia Moreau de Justo 1300, Puerto Madero Buenos Aires  C1107AAZ City of Buenos Aires Argentina",Avenida Alicia Moreau de Justo 1500 Buenos Aires C1107AFD (11) 4349 0290,50-60%,Urban,Not reported,Private,Not reported,Non-Profit,+54 (11) 4349 0288,Yes,1958,Not reported,Not reported,,Yes,,,Christian-Catholic,"Yes, based on entrance examinations",Yes,"15,000-19,999",Yes,+54 (11) 4349 0254,"Argentina

",11,https://www.4icu.org//i/flags/Argentina.png,Pontifical Catholic University of Argentina,Pontifical Catholic University of Argentina,Pontifical Catholic University of Argentina,,https://www.4icu.org//i/screenshots/48.jpg,"Department of Arts and Music Sciences, Buenos Aires | Department of Agrarian Sciences, Buenos Aires | Department of Physics and Engineering Sciences, Buenos Aires | Department of Medical Sciences, Buenos Aires | Department of Social and Economic Sciences, Buenos Aires | Department of Law, Buenos Aires | Department of Canon Law, Buenos Aires | Department of Philosophy and Arts, Buenos Aires | Department of Psychology and Education, Buenos Aires | Department of Theology, Buenos Aires | Institute of Political Sciences and International Relations, Buenos Aires | Institute of Social Communication, Journalism and Advertising, Buenos Aires | Institute of Bioethics, Buenos Aires | Department of Law Sudsede Parana, Entre Ríos | Department of Humanities, Entre Ríos | Institute of Political Sciences and International Relations, Entre Ríos | Department of Economics San Francisco, Mendoza | Department of Humanities and Educational Sciences, Mendoza | Department of Economic Sciences of the Rosary, Santa Fe | Department of Law and Social Sciences of the Rosary, Santa Fe | Department of Chemistry and Engineering Fray Rogelio Bacon, Santa Fe | Regional Center Pergamino",https://www.4icu.org//i/logos-seals/48.png,Pontificia Universidad Católica Argentina,https://www.4icu.org/reviews/48.htm,https://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Argentina,1530
Semesters,Not reported,100-199,UCCuyo,Avenida José Ignacio de la Roza 1516 oeste Rivadavia  J5400 San Juan Argentina,Avenida José Ignacio de la Roza 1516 oeste San Juan J5400 (264) 429 2314,Not reported,Urban,Not reported,Private,Not reported,Non-Profit,+54 (264) 429 2310,Not reported,1959,Not reported,Not reported,,Yes,,,Christian-Catholic,Not reported,Yes,"6,000-6,999",Yes,+54 (264) 429 2300,"Argentina

",90,https://www.4icu.org//i/flags/Argentina.png,Catholic University of Cuyo,Catholic University of Cuyo,Catholic University of Cuyo,San Luis and Mendoza,https://www.4icu.org//i/screenshots/49.jpg,"Department of Food Science, Biochemistry and Pharmaceutics | Department of Economics and Business | Department of Medical Sciences | Department of Law and Social Sciences | Department of Philosophy and Humanities | Teacher Training Institute Santa Maria",https://www.4icu.org//i/logos-seals/49.png,Universidad Católica de Cuyo,https://www.4icu.org/reviews/49.htm,https://es.wikipedia.org/wiki/Universidad_Cat%C3%B3lica_de_Cuyo,7394
Semesters,Not reported,900-999,UES21,"Ituzangó 484, Nueva Córdoba; Monseñor Pablo Cabrera Km. 8 1/2 Córdoba  X5000IJJ Cordoba Argentina","Ituzaingó 484, Nueva Córdoba Córdoba X5000 (351) 420 4099",Not reported,Urban,Not reported,Private,Yes,Non-Profit,+54 (351) 425 1221,Yes,1995,Not reported,Not reported,,Yes,,Formando Líderes Creating Leaders,None,"Yes, based on entrance examinations",Yes,"15,000-19,999",Yes,+54 (351) 420 4003,"Argentina

",24,https://www.4icu.org//i/flags/Argentina.png,Siglo 21 Business University,Siglo 21 Business University,Siglo 21 Business University,,https://www.4icu.org//i/screenshots/56.jpg,Department of Business | Department of Communication and Design | Department of Economic Sciences | Department of Social Sciences and Psychology | Department of Law and political Science | Department of Computing and informatics,https://www.4icu.org//i/logos-seals/56.png,Universidad Empresarial Siglo 21,https://www.4icu.org/reviews/56.htm,/about/err.htm,2505
Semesters,Not reported,Not reported,UM,Hidalgo 775 Buenos Aires  C1405BCK City of Buenos Aires Argentina,,Not reported,Not reported,Not reported,Private,Not reported,Not reported,+54 (11) 4905 1115,Not reported,1990,Not reported,Not reported,,Yes,,,None,Not reported,Yes,Not reported,Yes,+54 (11) 4905 1100,"Argentina

",66,https://www.4icu.org//i/flags/Argentina.png,Maimónides University,Maimónides University,Maimónides University,,https://www.4icu.org//i/screenshots/57.jpg,"Multimedia Communications School | International School of Business | Department of Health Sciences | Department of Humanities, Social Sciences and Business",https://www.4icu.org//i/logos-seals/57.png,Universidad Maimónides,https://www.4icu.org/reviews/57.htm,https://es.wikipedia.org/wiki/Universidad_Maim%C3%B3nides,5456
Continuous,Not reported,"1,500-1,999",UNCA,Esquiú 612 San Fernando del Valle de Catamarca  K4700 Catamarca Argentina,Avenida Belgrano 300 San Fernando del Valle K4700 (3833) 43 5639,20-30%,Urban,Not reported,Public,Not reported,Non-Profit,+54 (3833) 435 627,Not reported,1972,Yes,Not reported,,Yes,,,None,"Yes, based on entrance examinations",Yes,"15,000-19,999",Yes,+54 (3833) 424 099,"Argentina

",58,https://www.4icu.org//i/flags/Argentina.png,National University of Catamarca,National University of Catamarca,National University of Catamarca,Santa María and Andalgalá,https://www.4icu.org//i/screenshots/58.jpg,School of Archaeology | Department of Agricultural Sciences | Department of Health Sciences | Department of Economic Sciences | Department of Exact Sciences | Department of Law | Department of Humanities | Department of Technology and Applied Sciences,https://www.4icu.org//i/logos-seals/58.png,Universidad Nacional de Catamarca,https://www.4icu.org/reviews/58.htm,https://en.wikipedia.org/wiki/National_University_of_Catamarca,4551
Semesters,Not reported,Not reported,UNCUYO,Centro Universitario Parque Gral. San Martín Mendoza  M5500 Mendoza Argentina,,Not reported,Not reported,Not reported,Public,Not reported,Non-Profit,+54 (261) 449 4130,Not reported,1939,Not reported,Not reported,,Yes,,In spiritus remigio vita Life is in the wingbeat of the spirit,None,"Yes, based on entrance examinations",Not reported,"35,000-39,999",Not reported,+54 (261) 413 5000,"Argentina

",6,https://www.4icu.org//i/flags/Argentina.png,National University of Cuyo,National University of Cuyo,National University of Cuyo,,https://www.4icu.org//i/screenshots/59.jpg,Department of Arts and Design | Department of Agricultural Sciences | Department of Applied Science to Industry | Department of Economics | Department of Medical Sciences | Department of Political and Social Sciences | Department of Law | Department of Elementary and Special Education | Department of Philosophy and Letters | Department of Engineering | Department of Dentistry | Balseiro Institute | University Technological Institute,https://www.4icu.org//i/logos-seals/59.png,Universidad Nacional de Cuyo,https://www.4icu.org/reviews/59.htm,https://en.wikipedia.org/wiki/National_University_of_Cuyo,1164
Semesters,Not reported,"over-5,000",UNC,"Ciudad Universitaria - Pabellón Argentina, 2º Córdoba  X5000 Cordoba Argentina",Haya de la Torre s/n Córdoba X5000 (351) 433 3049,Not available,Urban,Not reported,Public,Yes,Non-Profit,+54 (351) 433 4157,Yes,1613,Not reported,Not reported,,Yes,,Ut portet nomen meum coram gentibus Proclaim my name before the people,None,"Yes, based on entrance examinations",Yes,"over-45,000",Yes,+54 (351) 433 3049,"Argentina

",3,https://www.4icu.org//i/flags/Argentina.png,National University of Córdoba,National University of Córdoba,National University of Córdoba,,https://www.4icu.org//i/screenshots/60.jpg,"Department of Architecture, Urbanism and Design | Department of Agricultural Sciences | Department of Economics | Department of Exact, Physical and Natural Sciences | Department of Medical Sciences | Department of Chemical Sciences | Department of Law |  Department of Social Sciences | Department of Philosophy and Humanities | Department of Languages | Department of Mathematics, Astronomy, Physics and Computation | Department of Dentistry | Department of Psychology | Department of Arts | Department of Social Comunications",https://www.4icu.org//i/logos-seals/60.png,Universidad Nacional de Córdoba,https://www.4icu.org/reviews/60.htm,https://en.wikipedia.org/wiki/National_University_of_C%C3%B3rdoba,628
